Org that benefits,Org that helps,Increase in number
Coprococcus_catus_GD_7,Haemophilus_parainfluenzae_T3T1,5
Coprococcus_catus_GD_7,Klebsiella_pneumoniae_pneumoniae_MGH78578,5
Coprococcus_catus_GD_7,Megasphaera_elsdenii_DSM_20460,5
Desulfovibrio_piger_ATCC_29098,Bacteroides_uniformis_ATCC_8492,5
Dialister_invisus_DSM_15470,Alistipes_shahii_WAL_8301,5
Dialister_invisus_DSM_15470,Bilophila_wadsworthia_3_1_6,5
Dialister_invisus_DSM_15470,Desulfovibrio_piger_ATCC_29098,5
Dialister_invisus_DSM_15470,Ruminococcus_bromii_L2_63,5
Dialister_invisus_DSM_15470,Subdoligranulum_variabile_DSM_15176,5
Enterococcus_faecium_TX1330,Akkermansia_muciniphila_ATCC_BAA_835,5
Enterococcus_faecium_TX1330,Alistipes_finegoldii_DSM_17242,5
Enterococcus_faecium_TX1330,Bacteroides_eggerthii_DSM_20697,5
Enterococcus_faecium_TX1330,Bacteroides_fragilis_NCTC_9343,5
Enterococcus_faecium_TX1330,Bacteroides_stercoris_ATCC_43183,5
Enterococcus_faecium_TX1330,Bifidobacterium_adolescentis_ATCC_15703,5
Enterococcus_faecium_TX1330,Bifidobacterium_longum_NCC2705,5
Enterococcus_faecium_TX1330,Collinsella_tanakaei_YIT_12063,5
Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,5
Enterococcus_faecium_TX1330,Ruminococcus_torques_ATCC_27756,5
Enterococcus_faecium_TX1330,Streptococcus_salivarius_JIM8777,5
Faecalibacterium_prausnitzii_L2_6,Bifidobacterium_bifidum_PRL2010,5
Faecalibacterium_prausnitzii_L2_6,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,5
Faecalibacterium_prausnitzii_L2_6,Klebsiella_pneumoniae_pneumoniae_MGH78578,5
Faecalibacterium_prausnitzii_L2_6,Megasphaera_elsdenii_DSM_20460,5
Fusobacterium_varium_ATCC_27725,Bacteroides_coprocola_M16_DSM_17136,5
Fusobacterium_varium_ATCC_27725,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,5
Fusobacterium_varium_ATCC_27725,Enterobacter_cloacae_EcWSU1,5
Fusobacterium_varium_ATCC_27725,Escherichia_coli_str_K_12_substr_MG1655,5
Fusobacterium_varium_ATCC_27725,Klebsiella_pneumoniae_pneumoniae_MGH78578,5
Fusobacterium_varium_ATCC_27725,Megasphaera_elsdenii_DSM_20460,5
Fusobacterium_varium_ATCC_27725,Shigella_flexneri_2002017,5
Helicobacter_pylori_26695,Bacteroides_coprocola_M16_DSM_17136,5
Helicobacter_pylori_26695,Bacteroides_stercoris_ATCC_43183,5
Helicobacter_pylori_26695,Bacteroides_thetaiotaomicron_VPI_5482,5
Helicobacter_pylori_26695,Bacteroides_uniformis_ATCC_8492,5
Helicobacter_pylori_26695,Bifidobacterium_bifidum_PRL2010,5
Helicobacter_pylori_26695,Citrobacter_amalonaticus_Y19,5
Helicobacter_pylori_26695,Haemophilus_parainfluenzae_T3T1,5
Helicobacter_pylori_26695,Parabacteroides_distasonis_ATCC_8503,5
Lactobacillus_reuteri_SD2112_ATCC_55730,Blautia_wexlerae_DSM_19850,5
Lactobacillus_reuteri_SD2112_ATCC_55730,Collinsella_tanakaei_YIT_12063,5
Lactobacillus_reuteri_SD2112_ATCC_55730,Desulfovibrio_piger_ATCC_29098,5
Lactobacillus_reuteri_SD2112_ATCC_55730,Parabacteroides_johnsonii_DSM_18315,5
Lactobacillus_reuteri_SD2112_ATCC_55730,Ruminococcus_callidus_ATCC_2776001,5
Lactobacillus_reuteri_SD2112_ATCC_55730,Subdoligranulum_variabile_DSM_15176,5
Lactobacillus_reuteri_SD2112_ATCC_55730,Veillonella_atypica_ACS_049_V_Sch6,5
Phascolarctobacterium_succinatutens_YIT_12067,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,5
Phascolarctobacterium_succinatutens_YIT_12067,Enterobacter_cloacae_EcWSU1,5
Phascolarctobacterium_succinatutens_YIT_12067,Escherichia_coli_str_K_12_substr_MG1655,5
Phascolarctobacterium_succinatutens_YIT_12067,Shigella_flexneri_2002017,5
Ruminococcus_callidus_ATCC_2776001,Bifidobacterium_bifidum_PRL2010,5
Ruminococcus_callidus_ATCC_2776001,Citrobacter_amalonaticus_Y19,5
Ruminococcus_callidus_ATCC_2776001,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,5
Ruminococcus_callidus_ATCC_2776001,Enterobacter_cloacae_EcWSU1,5
Ruminococcus_callidus_ATCC_2776001,Escherichia_coli_str_K_12_substr_MG1655,5
Ruminococcus_callidus_ATCC_2776001,Haemophilus_parainfluenzae_T3T1,5
Ruminococcus_callidus_ATCC_2776001,Klebsiella_pneumoniae_pneumoniae_MGH78578,5
Ruminococcus_callidus_ATCC_2776001,Megasphaera_elsdenii_DSM_20460,5
Ruminococcus_callidus_ATCC_2776001,Shigella_flexneri_2002017,5
Subdoligranulum_variabile_DSM_15176,Bacteroides_uniformis_ATCC_8492,5
Veillonella_atypica_ACS_049_V_Sch6,Bifidobacterium_bifidum_PRL2010,5
Veillonella_atypica_ACS_049_V_Sch6,Citrobacter_amalonaticus_Y19,5
Veillonella_atypica_ACS_049_V_Sch6,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,5
Veillonella_atypica_ACS_049_V_Sch6,Enterobacter_cloacae_EcWSU1,5
Veillonella_atypica_ACS_049_V_Sch6,Escherichia_coli_str_K_12_substr_MG1655,5
Veillonella_atypica_ACS_049_V_Sch6,Haemophilus_parainfluenzae_T3T1,5
Veillonella_atypica_ACS_049_V_Sch6,Klebsiella_pneumoniae_pneumoniae_MGH78578,5
Veillonella_atypica_ACS_049_V_Sch6,Megasphaera_elsdenii_DSM_20460,5
