Derives benefit	Helps the Col 1 organism	MSI
Prevotella ruminicola	Megasphaera elsdenii	0.011
Prevotella ruminicola	Ruminococcus callidus	0.011
Prevotella ruminicola	Bacteroides uniformis	0.039
Prevotella ruminicola	Fusobacterium varium	0.011
Prevotella ruminicola	Bifidobacterium adolescentis	0.039
Prevotella ruminicola	Streptococcus salivarius	0.022
Prevotella ruminicola	Shigella flexneri	0.022
Prevotella ruminicola	Enterobacter cloacae	0.022
Prevotella ruminicola	Collinsella tanakaei	0.022
Prevotella ruminicola	Eubacterium rectale	0.011
Prevotella ruminicola	Bacteroides thetaiotaomicron	0.039
Prevotella ruminicola	Veillonella atypica	0.011
Prevotella ruminicola	Desulfovibrio desulfuricans	0.011
Prevotella ruminicola	Desulfovibrio piger	0.011
Prevotella ruminicola	Bifidobacterium longum	0.039
Prevotella ruminicola	Bacteroides caccae	0.039
Prevotella ruminicola	Clostridium clostridioforme	0.011
Streptococcus salivarius	Bilophila wadsworthia	0.027
Streptococcus salivarius	Phascolarctobacterium succinatutens	0.018
Streptococcus salivarius	Acidaminococcus fermentans	0.018
Streptococcus salivarius	Alistipes putredinis	0.027
Streptococcus salivarius	Bifidobacterium bifidum	0.018
Streptococcus salivarius	Escherichia coli	0.036
Streptococcus salivarius	Subdoligranulum variabile	0.027
Streptococcus salivarius	Lactobacillus reuteri	0.003
Streptococcus salivarius	Megasphaera elsdenii	0.018
Streptococcus salivarius	Ruminococcus callidus	0.018
Streptococcus salivarius	Faecalibacterium prausnitzii	0.027
Streptococcus salivarius	Bacteroides uniformis	0.027
Streptococcus salivarius	Fusobacterium varium	0.018
Streptococcus salivarius	Shigella flexneri	0.027
Streptococcus salivarius	Enterobacter cloacae	0.027
Streptococcus salivarius	Eubacterium rectale	0.018
Streptococcus salivarius	Bacteroides intestinalis	0.027
Streptococcus salivarius	Bacteroides coprocola	0.027
Streptococcus salivarius	Veillonella atypica	0.018
Streptococcus salivarius	Bacteroides stercoris	0.027
Streptococcus salivarius	Desulfovibrio desulfuricans	0.018
Streptococcus salivarius	Desulfovibrio piger	0.027
Streptococcus salivarius	Helicobacter pylori	0.009
Streptococcus salivarius	Roseburia intestinalis	0.018
Streptococcus salivarius	Bifidobacterium longum	0.018
Streptococcus salivarius	Bacteroides caccae	0.018
Streptococcus salivarius	Pseudoflavonifractor capillosus	0.009
Streptococcus salivarius	Parabacteroides johnsonii	0.027
Streptococcus salivarius	Bacteroides eggerthii	0.018
Streptococcus salivarius	Alistipes finegoldii	0.009
Streptococcus salivarius	Parabacteroides distasonis	0.018
Streptococcus salivarius	Dorea longicatena	0.018
Roseburia inulinivorans	Phascolarctobacterium succinatutens	0.012
Roseburia inulinivorans	Acidaminococcus fermentans	0.012
Roseburia inulinivorans	Subdoligranulum variabile	0.016
Roseburia inulinivorans	Lactobacillus reuteri	0.002
Roseburia inulinivorans	Megasphaera elsdenii	0.012
Roseburia inulinivorans	Ruminococcus callidus	0.012
Roseburia inulinivorans	Bacteroides uniformis	0.016
Roseburia inulinivorans	Fusobacterium varium	0.012
Roseburia inulinivorans	Prevotella ruminicola	0.012
Roseburia inulinivorans	Eubacterium rectale	0.012
Roseburia inulinivorans	Bacteroides intestinalis	0.016
Roseburia inulinivorans	Bacteroides coprocola	0.016
Roseburia inulinivorans	Veillonella atypica	0.012
Roseburia inulinivorans	Bacteroides stercoris	0.016
Roseburia inulinivorans	Desulfovibrio desulfuricans	0.012
Roseburia inulinivorans	Desulfovibrio piger	0.016
Roseburia inulinivorans	Roseburia intestinalis	0.012
Roseburia inulinivorans	Bacteroides caccae	0.012
Roseburia inulinivorans	Pseudoflavonifractor capillosus	0.004
Roseburia inulinivorans	Parabacteroides johnsonii	0.016
Roseburia inulinivorans	Bacteroides eggerthii	0.012
Roseburia inulinivorans	Alistipes finegoldii	0.004
Roseburia inulinivorans	Parabacteroides distasonis	0.012
Shigella flexneri	Alistipes putredinis	0.006
Shigella flexneri	Bifidobacterium bifidum	0.025
Shigella flexneri	Faecalibacterium prausnitzii	0.012
Shigella flexneri	Bacteroides uniformis	0.047
Shigella flexneri	Fusobacterium varium	0.012
Shigella flexneri	Bifidobacterium adolescentis	0.047
Shigella flexneri	Roseburia inulinivorans	0.027
Shigella flexneri	Eubacterium rectale	0.027
Shigella flexneri	Bacteroides intestinalis	0.006
Shigella flexneri	Bacteroides coprocola	0.006
Shigella flexneri	Bacteroides thetaiotaomicron	0.053
Shigella flexneri	Bacteroides stercoris	0.033
Shigella flexneri	Desulfovibrio desulfuricans	0.008
Shigella flexneri	Roseburia intestinalis	0.027
Shigella flexneri	Bifidobacterium longum	0.025
Shigella flexneri	Bacteroides caccae	0.031
Shigella flexneri	Clostridium clostridioforme	0.019
Shigella flexneri	Bacteroides eggerthii	0.027
Shigella flexneri	Parabacteroides distasonis	0.006
Shigella flexneri	Dorea longicatena	0.006
Blautia wexlerae	Bilophila wadsworthia	0.008
Blautia wexlerae	Alistipes putredinis	0.01
Blautia wexlerae	Ruminococcus bromii	0.029
Blautia wexlerae	Bifidobacterium bifidum	0.003
Blautia wexlerae	Escherichia coli	0.008
Blautia wexlerae	Subdoligranulum variabile	0.008
Blautia wexlerae	Faecalibacterium prausnitzii	0.008
Blautia wexlerae	Bacteroides uniformis	0.037
Blautia wexlerae	Fusobacterium varium	0.003
Blautia wexlerae	Bifidobacterium adolescentis	0.029
Blautia wexlerae	Streptococcus salivarius	0.026
Blautia wexlerae	Roseburia inulinivorans	0.029
Blautia wexlerae	Shigella flexneri	0.008
Blautia wexlerae	Enterobacter cloacae	0.008
Blautia wexlerae	Eubacterium rectale	0.029
Blautia wexlerae	Bacteroides intestinalis	0.01
Blautia wexlerae	Bacteroides coprocola	0.01
Blautia wexlerae	Bacteroides stercoris	0.034
Blautia wexlerae	Desulfovibrio piger	0.008
Blautia wexlerae	Roseburia intestinalis	0.029
Blautia wexlerae	Bifidobacterium longum	0.003
Blautia wexlerae	Clostridium clostridioforme	0.003
Blautia wexlerae	Parabacteroides johnsonii	0.008
Blautia wexlerae	Bacteroides eggerthii	0.029
Blautia wexlerae	Parabacteroides distasonis	0.003
Blautia wexlerae	Dorea longicatena	0.003
Enterobacter cloacae	Alistipes putredinis	0.006
Enterobacter cloacae	Bifidobacterium bifidum	0.026
Enterobacter cloacae	Faecalibacterium prausnitzii	0.02
Enterobacter cloacae	Bacteroides uniformis	0.047
Enterobacter cloacae	Fusobacterium varium	0.012
Enterobacter cloacae	Bifidobacterium adolescentis	0.047
Enterobacter cloacae	Roseburia inulinivorans	0.028
Enterobacter cloacae	Eubacterium rectale	0.028
Enterobacter cloacae	Bacteroides intestinalis	0.006
Enterobacter cloacae	Bacteroides coprocola	0.006
Enterobacter cloacae	Bacteroides thetaiotaomicron	0.055
Enterobacter cloacae	Bacteroides stercoris	0.041
Enterobacter cloacae	Roseburia intestinalis	0.028
Enterobacter cloacae	Bifidobacterium longum	0.026
Enterobacter cloacae	Bacteroides caccae	0.034
Enterobacter cloacae	Clostridium clostridioforme	0.012
Enterobacter cloacae	Bacteroides eggerthii	0.028
Enterobacter cloacae	Parabacteroides distasonis	0.006
Enterobacter cloacae	Dorea longicatena	0.006
Bacteroides fragilis	Bilophila wadsworthia	0.048
Bacteroides fragilis	Phascolarctobacterium succinatutens	0.042
Bacteroides fragilis	Acidaminococcus fermentans	0.042
Bacteroides fragilis	Citrobacter amalonaticus	0.042
Bacteroides fragilis	Alistipes putredinis	0.048
Bacteroides fragilis	Bifidobacterium bifidum	0.071
Bacteroides fragilis	Escherichia coli	0.052
Bacteroides fragilis	Subdoligranulum variabile	0.048
Bacteroides fragilis	Lactobacillus reuteri	0.003
Bacteroides fragilis	Megasphaera elsdenii	0.042
Bacteroides fragilis	Ruminococcus callidus	0.042
Bacteroides fragilis	Faecalibacterium prausnitzii	0.061
Bacteroides fragilis	Bacteroides uniformis	0.077
Bacteroides fragilis	Fusobacterium varium	0.042
Bacteroides fragilis	Bifidobacterium adolescentis	0.029
Bacteroides fragilis	Prevotella ruminicola	0.055
Bacteroides fragilis	Shigella flexneri	0.048
Bacteroides fragilis	Blautia wexlerae	0.042
Bacteroides fragilis	Enterobacter cloacae	0.048
Bacteroides fragilis	Eubacterium rectale	0.042
Bacteroides fragilis	Bacteroides intestinalis	0.048
Bacteroides fragilis	Bacteroides coprocola	0.048
Bacteroides fragilis	Bacteroides thetaiotaomicron	0.042
Bacteroides fragilis	Veillonella atypica	0.042
Bacteroides fragilis	Bacteroides stercoris	0.061
Bacteroides fragilis	Desulfovibrio desulfuricans	0.042
Bacteroides fragilis	Desulfovibrio piger	0.048
Bacteroides fragilis	Helicobacter pylori	0.006
Bacteroides fragilis	Roseburia intestinalis	0.042
Bacteroides fragilis	Bifidobacterium longum	0.071
Bacteroides fragilis	Bacteroides caccae	0.084
Bacteroides fragilis	Clostridium clostridioforme	0.042
Bacteroides fragilis	Pseudoflavonifractor capillosus	0.006
Bacteroides fragilis	Parabacteroides johnsonii	0.048
Bacteroides fragilis	Bacteroides eggerthii	0.042
Bacteroides fragilis	Alistipes finegoldii	0.006
Bacteroides fragilis	Parabacteroides distasonis	0.042
Bacteroides fragilis	Dorea longicatena	0.042
Collinsella tanakaei	Bilophila wadsworthia	0.017
Collinsella tanakaei	Phascolarctobacterium succinatutens	0.017
Collinsella tanakaei	Acidaminococcus fermentans	0.017
Collinsella tanakaei	Citrobacter amalonaticus	0.017
Collinsella tanakaei	Akkermansia muciniphila	0.009
Collinsella tanakaei	Alistipes putredinis	0.017
Collinsella tanakaei	Bifidobacterium bifidum	0.017
Collinsella tanakaei	Escherichia coli	0.029
Collinsella tanakaei	Subdoligranulum variabile	0.026
Collinsella tanakaei	Lactobacillus reuteri	0.012
Collinsella tanakaei	Megasphaera elsdenii	0.017
Collinsella tanakaei	Ruminococcus callidus	0.017
Collinsella tanakaei	Faecalibacterium prausnitzii	0.017
Collinsella tanakaei	Bacteroides uniformis	0.026
Collinsella tanakaei	Fusobacterium varium	0.017
Collinsella tanakaei	Enterococcus faecium	0.009
Collinsella tanakaei	Roseburia inulinivorans	0.009
Collinsella tanakaei	Shigella flexneri	0.017
Collinsella tanakaei	Blautia wexlerae	0.017
Collinsella tanakaei	Enterobacter cloacae	0.017
Collinsella tanakaei	Bacteroides fragilis	0.009
Collinsella tanakaei	Eubacterium rectale	0.026
Collinsella tanakaei	Bacteroides intestinalis	0.026
Collinsella tanakaei	Bacteroides coprocola	0.026
Collinsella tanakaei	Bacteroides thetaiotaomicron	0.009
Collinsella tanakaei	Veillonella atypica	0.017
Collinsella tanakaei	Bacteroides stercoris	0.026
Collinsella tanakaei	Alistipes shahii	0.009
Collinsella tanakaei	Desulfovibrio desulfuricans	0.017
Collinsella tanakaei	Desulfovibrio piger	0.017
Collinsella tanakaei	Roseburia intestinalis	0.026
Collinsella tanakaei	Bifidobacterium longum	0.026
Collinsella tanakaei	Bacteroides caccae	0.026
Collinsella tanakaei	Clostridium clostridioforme	0.017
Collinsella tanakaei	Pseudoflavonifractor capillosus	0.009
Collinsella tanakaei	Parabacteroides johnsonii	0.026
Collinsella tanakaei	Bacteroides eggerthii	0.026
Collinsella tanakaei	Parabacteroides distasonis	0.026
Collinsella tanakaei	Dorea longicatena	0.026
Coprococcus catus	Bilophila wadsworthia	0.065
Coprococcus catus	Phascolarctobacterium succinatutens	0.065
Coprococcus catus	Acidaminococcus fermentans	0.065
Coprococcus catus	Citrobacter amalonaticus	0.065
Coprococcus catus	Dialister invisus	0.01
Coprococcus catus	Akkermansia muciniphila	0.01
Coprococcus catus	Alistipes putredinis	0.065
Coprococcus catus	Ruminococcus torques	0.01
Coprococcus catus	Bifidobacterium bifidum	0.065
Coprococcus catus	Escherichia coli	0.07
Coprococcus catus	Subdoligranulum variabile	0.065
Coprococcus catus	Haemophilus parainfluenzae	0.01
Coprococcus catus	Lactobacillus reuteri	0.003
Coprococcus catus	Megasphaera elsdenii	0.065
Coprococcus catus	Ruminococcus callidus	0.065
Coprococcus catus	Faecalibacterium prausnitzii	0.065
Coprococcus catus	Bacteroides uniformis	0.065
Coprococcus catus	Fusobacterium varium	0.065
Coprococcus catus	Prevotella ruminicola	0.065
Coprococcus catus	Streptococcus salivarius	0.01
Coprococcus catus	Roseburia inulinivorans	0.01
Coprococcus catus	Shigella flexneri	0.065
Coprococcus catus	Blautia wexlerae	0.065
Coprococcus catus	Enterobacter cloacae	0.065
Coprococcus catus	Bacteroides fragilis	0.01
Coprococcus catus	Collinsella tanakaei	0.01
Coprococcus catus	Eubacterium rectale	0.065
Coprococcus catus	Bacteroides intestinalis	0.065
Coprococcus catus	Bacteroides coprocola	0.065
Coprococcus catus	Bacteroides thetaiotaomicron	0.01
Coprococcus catus	Veillonella atypica	0.065
Coprococcus catus	Bacteroides stercoris	0.065
Coprococcus catus	Desulfovibrio desulfuricans	0.065
Coprococcus catus	Klebsiella pneumoniae	0.005
Coprococcus catus	Desulfovibrio piger	0.065
Coprococcus catus	Roseburia intestinalis	0.065
Coprococcus catus	Bifidobacterium longum	0.065
Coprococcus catus	Bacteroides caccae	0.065
Coprococcus catus	Clostridium clostridioforme	0.065
Coprococcus catus	Parabacteroides johnsonii	0.065
Coprococcus catus	Bacteroides eggerthii	0.065
Coprococcus catus	Parabacteroides distasonis	0.065
Coprococcus catus	Dorea longicatena	0.065
Eubacterium rectale	Bacteroides uniformis	0.004
Eubacterium rectale	Bacteroides intestinalis	0.004
Eubacterium rectale	Bacteroides coprocola	0.004
Eubacterium rectale	Bacteroides stercoris	0.004
Eubacterium rectale	Desulfovibrio piger	0.004
Eubacterium rectale	Parabacteroides johnsonii	0.004
Bacteroides intestinalis	Faecalibacterium prausnitzii	0.019
Bacteroides intestinalis	Bacteroides uniformis	0.019
Bacteroides intestinalis	Prevotella ruminicola	0.019
Bacteroides intestinalis	Bacteroides stercoris	0.019
Bacteroides intestinalis	Bifidobacterium longum	0.019
Bacteroides intestinalis	Bacteroides caccae	0.035
Bacteroides coprocola	Faecalibacterium prausnitzii	0.021
Bacteroides coprocola	Bacteroides uniformis	0.01
Bacteroides coprocola	Prevotella ruminicola	0.021
Bacteroides coprocola	Bacteroides stercoris	0.021
Bacteroides coprocola	Bifidobacterium longum	0.01
Bacteroides coprocola	Bacteroides caccae	0.031
Bacteroides thetaiotaomicron	Bilophila wadsworthia	0.035
Bacteroides thetaiotaomicron	Phascolarctobacterium succinatutens	0.035
Bacteroides thetaiotaomicron	Acidaminococcus fermentans	0.035
Bacteroides thetaiotaomicron	Alistipes putredinis	0.035
Bacteroides thetaiotaomicron	Subdoligranulum variabile	0.035
Bacteroides thetaiotaomicron	Lactobacillus reuteri	0.003
Bacteroides thetaiotaomicron	Megasphaera elsdenii	0.035
Bacteroides thetaiotaomicron	Ruminococcus callidus	0.035
Bacteroides thetaiotaomicron	Bacteroides uniformis	0.035
Bacteroides thetaiotaomicron	Fusobacterium varium	0.035
Bacteroides thetaiotaomicron	Blautia wexlerae	0.035
Bacteroides thetaiotaomicron	Eubacterium rectale	0.035
Bacteroides thetaiotaomicron	Bacteroides coprocola	0.035
Bacteroides thetaiotaomicron	Veillonella atypica	0.035
Bacteroides thetaiotaomicron	Bacteroides stercoris	0.035
Bacteroides thetaiotaomicron	Desulfovibrio desulfuricans	0.035
Bacteroides thetaiotaomicron	Desulfovibrio piger	0.035
Bacteroides thetaiotaomicron	Roseburia intestinalis	0.035
Bacteroides thetaiotaomicron	Bifidobacterium longum	0.035
Bacteroides thetaiotaomicron	Bacteroides caccae	0.035
Bacteroides thetaiotaomicron	Parabacteroides johnsonii	0.035
Bacteroides thetaiotaomicron	Parabacteroides distasonis	0.035
Bacteroides thetaiotaomicron	Dorea longicatena	0.035
Veillonella atypica	Alistipes putredinis	0.003
Veillonella atypica	Bifidobacterium bifidum	0.003
Veillonella atypica	Bacteroides uniformis	0.003
Veillonella atypica	Fusobacterium varium	0.003
Veillonella atypica	Eubacterium rectale	0.003
Veillonella atypica	Bacteroides intestinalis	0.003
Veillonella atypica	Bacteroides coprocola	0.003
Veillonella atypica	Roseburia intestinalis	0.003
Veillonella atypica	Bifidobacterium longum	0.003
Veillonella atypica	Clostridium clostridioforme	0.003
Veillonella atypica	Bacteroides eggerthii	0.003
Veillonella atypica	Parabacteroides distasonis	0.003
Veillonella atypica	Dorea longicatena	0.003
Bacteroides stercoris	Bacteroides caccae	0.016
Alistipes shahii	Bilophila wadsworthia	0.032
Alistipes shahii	Phascolarctobacterium succinatutens	0.032
Alistipes shahii	Acidaminococcus fermentans	0.032
Alistipes shahii	Citrobacter amalonaticus	0.032
Alistipes shahii	Alistipes putredinis	0.032
Alistipes shahii	Bifidobacterium bifidum	0.057
Alistipes shahii	Escherichia coli	0.032
Alistipes shahii	Subdoligranulum variabile	0.032
Alistipes shahii	Lactobacillus reuteri	0.004
Alistipes shahii	Megasphaera elsdenii	0.032
Alistipes shahii	Ruminococcus callidus	0.032
Alistipes shahii	Faecalibacterium prausnitzii	0.054
Alistipes shahii	Bacteroides uniformis	0.057
Alistipes shahii	Fusobacterium varium	0.032
Alistipes shahii	Bifidobacterium adolescentis	0.025
Alistipes shahii	Prevotella ruminicola	0.054
Alistipes shahii	Shigella flexneri	0.032
Alistipes shahii	Blautia wexlerae	0.032
Alistipes shahii	Enterobacter cloacae	0.032
Alistipes shahii	Eubacterium rectale	0.032
Alistipes shahii	Bacteroides intestinalis	0.032
Alistipes shahii	Bacteroides coprocola	0.032
Alistipes shahii	Bacteroides thetaiotaomicron	0.046
Alistipes shahii	Veillonella atypica	0.032
Alistipes shahii	Bacteroides stercoris	0.054
Alistipes shahii	Desulfovibrio desulfuricans	0.032
Alistipes shahii	Desulfovibrio piger	0.032
Alistipes shahii	Roseburia intestinalis	0.032
Alistipes shahii	Bifidobacterium longum	0.057
Alistipes shahii	Bacteroides caccae	0.079
Alistipes shahii	Clostridium clostridioforme	0.032
Alistipes shahii	Parabacteroides johnsonii	0.032
Alistipes shahii	Bacteroides eggerthii	0.032
Alistipes shahii	Parabacteroides distasonis	0.032
Alistipes shahii	Dorea longicatena	0.032
Desulfovibrio desulfuricans	Acidaminococcus fermentans	0.006
Desulfovibrio desulfuricans	Alistipes putredinis	0.003
Desulfovibrio desulfuricans	Bifidobacterium bifidum	0.003
Desulfovibrio desulfuricans	Escherichia coli	0.009
Desulfovibrio desulfuricans	Bacteroides uniformis	0.003
Desulfovibrio desulfuricans	Fusobacterium varium	0.009
Desulfovibrio desulfuricans	Eubacterium rectale	0.003
Desulfovibrio desulfuricans	Bacteroides intestinalis	0.003
Desulfovibrio desulfuricans	Bacteroides coprocola	0.003
Desulfovibrio desulfuricans	Roseburia intestinalis	0.003
Desulfovibrio desulfuricans	Bifidobacterium longum	0.003
Desulfovibrio desulfuricans	Bacteroides eggerthii	0.003
Desulfovibrio desulfuricans	Parabacteroides distasonis	0.003
Klebsiella pneumoniae	Bilophila wadsworthia	0.035
Klebsiella pneumoniae	Phascolarctobacterium succinatutens	0.03
Klebsiella pneumoniae	Acidaminococcus fermentans	0.03
Klebsiella pneumoniae	Citrobacter amalonaticus	0.04
Klebsiella pneumoniae	Alistipes putredinis	0.035
Klebsiella pneumoniae	Ruminococcus bromii	0.017
Klebsiella pneumoniae	Bifidobacterium bifidum	0.049
Klebsiella pneumoniae	Escherichia coli	0.03
Klebsiella pneumoniae	Subdoligranulum variabile	0.03
Klebsiella pneumoniae	Haemophilus parainfluenzae	0.003
Klebsiella pneumoniae	Megasphaera elsdenii	0.03
Klebsiella pneumoniae	Ruminococcus callidus	0.03
Klebsiella pneumoniae	Faecalibacterium prausnitzii	0.045
Klebsiella pneumoniae	Bacteroides uniformis	0.065
Klebsiella pneumoniae	Fusobacterium varium	0.039
Klebsiella pneumoniae	Bifidobacterium adolescentis	0.032
Klebsiella pneumoniae	Prevotella ruminicola	0.045
Klebsiella pneumoniae	Streptococcus salivarius	0.019
Klebsiella pneumoniae	Roseburia inulinivorans	0.017
Klebsiella pneumoniae	Shigella flexneri	0.04
Klebsiella pneumoniae	Blautia wexlerae	0.03
Klebsiella pneumoniae	Enterobacter cloacae	0.04
Klebsiella pneumoniae	Bacteroides fragilis	0.017
Klebsiella pneumoniae	Collinsella tanakaei	0.004
Klebsiella pneumoniae	Eubacterium rectale	0.05
Klebsiella pneumoniae	Bacteroides intestinalis	0.035
Klebsiella pneumoniae	Bacteroides coprocola	0.035
Klebsiella pneumoniae	Bacteroides thetaiotaomicron	0.04
Klebsiella pneumoniae	Veillonella atypica	0.03
Klebsiella pneumoniae	Bacteroides stercoris	0.061
Klebsiella pneumoniae	Desulfovibrio desulfuricans	0.035
Klebsiella pneumoniae	Desulfovibrio piger	0.035
Klebsiella pneumoniae	Roseburia intestinalis	0.05
Klebsiella pneumoniae	Bifidobacterium longum	0.049
Klebsiella pneumoniae	Bacteroides caccae	0.055
Klebsiella pneumoniae	Clostridium clostridioforme	0.043
Klebsiella pneumoniae	Pseudoflavonifractor capillosus	0.004
Klebsiella pneumoniae	Parabacteroides johnsonii	0.03
Klebsiella pneumoniae	Bacteroides eggerthii	0.05
Klebsiella pneumoniae	Alistipes finegoldii	0.001
Klebsiella pneumoniae	Parabacteroides distasonis	0.035
Klebsiella pneumoniae	Dorea longicatena	0.039
Desulfovibrio piger	Alistipes putredinis	0.002
Desulfovibrio piger	Bifidobacterium bifidum	0.002
Desulfovibrio piger	Escherichia coli	0.012
Desulfovibrio piger	Bacteroides uniformis	0.002
Desulfovibrio piger	Bacteroides intestinalis	0.002
Desulfovibrio piger	Bacteroides coprocola	0.002
Desulfovibrio piger	Desulfovibrio desulfuricans	0.005
Desulfovibrio piger	Clostridium clostridioforme	0.007
Desulfovibrio piger	Parabacteroides distasonis	0.002
Helicobacter pylori	Bilophila wadsworthia	0.031
Helicobacter pylori	Phascolarctobacterium succinatutens	0.027
Helicobacter pylori	Acidaminococcus fermentans	0.029
Helicobacter pylori	Citrobacter amalonaticus	0.031
Helicobacter pylori	Dialister invisus	0.005
Helicobacter pylori	Alistipes putredinis	0.027
Helicobacter pylori	Ruminococcus torques	0.005
Helicobacter pylori	Bifidobacterium bifidum	0.031
Helicobacter pylori	Escherichia coli	0.034
Helicobacter pylori	Subdoligranulum variabile	0.034
Helicobacter pylori	Haemophilus parainfluenzae	0.005
Helicobacter pylori	Lactobacillus reuteri	0.005
Helicobacter pylori	Megasphaera elsdenii	0.034
Helicobacter pylori	Ruminococcus callidus	0.031
Helicobacter pylori	Faecalibacterium prausnitzii	0.029
Helicobacter pylori	Bacteroides uniformis	0.031
Helicobacter pylori	Fusobacterium varium	0.034
Helicobacter pylori	Bifidobacterium adolescentis	0.005
Helicobacter pylori	Prevotella ruminicola	0.027
Helicobacter pylori	Roseburia inulinivorans	0.007
Helicobacter pylori	Shigella flexneri	0.031
Helicobacter pylori	Blautia wexlerae	0.027
Helicobacter pylori	Enterobacter cloacae	0.031
Helicobacter pylori	Collinsella tanakaei	0.005
Helicobacter pylori	Coprococcus catus	0.007
Helicobacter pylori	Eubacterium rectale	0.034
Helicobacter pylori	Bacteroides intestinalis	0.027
Helicobacter pylori	Bacteroides coprocola	0.027
Helicobacter pylori	Bacteroides thetaiotaomicron	0.005
Helicobacter pylori	Veillonella atypica	0.031
Helicobacter pylori	Bacteroides stercoris	0.027
Helicobacter pylori	Desulfovibrio desulfuricans	0.031
Helicobacter pylori	Klebsiella pneumoniae	0.007
Helicobacter pylori	Desulfovibrio piger	0.031
Helicobacter pylori	Roseburia intestinalis	0.034
Helicobacter pylori	Bifidobacterium longum	0.031
Helicobacter pylori	Bacteroides caccae	0.031
Helicobacter pylori	Clostridium clostridioforme	0.031
Helicobacter pylori	Parabacteroides johnsonii	0.027
Helicobacter pylori	Bacteroides eggerthii	0.027
Helicobacter pylori	Parabacteroides distasonis	0.027
Helicobacter pylori	Dorea longicatena	0.027
Roseburia intestinalis	Bacteroides uniformis	0.023
Roseburia intestinalis	Prevotella ruminicola	0.019
Roseburia intestinalis	Bacteroides intestinalis	0.004
Roseburia intestinalis	Bacteroides coprocola	0.004
Roseburia intestinalis	Bacteroides stercoris	0.023
Roseburia intestinalis	Desulfovibrio piger	0.004
Roseburia intestinalis	Bifidobacterium longum	0.019
Roseburia intestinalis	Bacteroides caccae	0.033
Roseburia intestinalis	Parabacteroides johnsonii	0.004
Bifidobacterium longum	Alistipes putredinis	0.005
Bifidobacterium longum	Subdoligranulum variabile	0.005
Bifidobacterium longum	Bacteroides uniformis	0.019
Bifidobacterium longum	Roseburia inulinivorans	0.014
Bifidobacterium longum	Eubacterium rectale	0.014
Bifidobacterium longum	Bacteroides stercoris	0.019
Bifidobacterium longum	Desulfovibrio piger	0.005
Bacteroides caccae	Alistipes putredinis	0.005
Bacteroides caccae	Subdoligranulum variabile	0.005
Bacteroides caccae	Desulfovibrio piger	0.005
Clostridium clostridioforme	Acidaminococcus fermentans	0.041
Clostridium clostridioforme	Bifidobacterium bifidum	0.008
Clostridium clostridioforme	Subdoligranulum variabile	0.041
Clostridium clostridioforme	Megasphaera elsdenii	0.049
Clostridium clostridioforme	Ruminococcus callidus	0.008
Clostridium clostridioforme	Faecalibacterium prausnitzii	0.041
Clostridium clostridioforme	Bacteroides uniformis	0.027
Clostridium clostridioforme	Fusobacterium varium	0.041
Clostridium clostridioforme	Bifidobacterium adolescentis	0.036
Clostridium clostridioforme	Streptococcus salivarius	0.036
Clostridium clostridioforme	Roseburia inulinivorans	0.068
Clostridium clostridioforme	Eubacterium rectale	0.068
Clostridium clostridioforme	Bacteroides thetaiotaomicron	0.036
Clostridium clostridioforme	Bacteroides stercoris	0.027
Clostridium clostridioforme	Desulfovibrio desulfuricans	0.008
Clostridium clostridioforme	Roseburia intestinalis	0.068
Clostridium clostridioforme	Bacteroides eggerthii	0.027
Clostridium clostridioforme	Parabacteroides distasonis	0.008
Pseudoflavonifractor capillosus	Phascolarctobacterium succinatutens	0.01
Pseudoflavonifractor capillosus	Acidaminococcus fermentans	0.01
Pseudoflavonifractor capillosus	Citrobacter amalonaticus	0.01
Pseudoflavonifractor capillosus	Lactobacillus mucosae	0.002
Pseudoflavonifractor capillosus	Alistipes putredinis	0.012
Pseudoflavonifractor capillosus	Escherichia coli	0.01
Pseudoflavonifractor capillosus	Subdoligranulum variabile	0.01
Pseudoflavonifractor capillosus	Megasphaera elsdenii	0.01
Pseudoflavonifractor capillosus	Ruminococcus callidus	0.01
Pseudoflavonifractor capillosus	Bacteroides uniformis	0.012
Pseudoflavonifractor capillosus	Fusobacterium varium	0.012
Pseudoflavonifractor capillosus	Prevotella ruminicola	0.01
Pseudoflavonifractor capillosus	Shigella flexneri	0.01
Pseudoflavonifractor capillosus	Blautia wexlerae	0.01
Pseudoflavonifractor capillosus	Enterobacter cloacae	0.01
Pseudoflavonifractor capillosus	Coprococcus catus	0.002
Pseudoflavonifractor capillosus	Eubacterium rectale	0.012
Pseudoflavonifractor capillosus	Bacteroides intestinalis	0.012
Pseudoflavonifractor capillosus	Bacteroides coprocola	0.012
Pseudoflavonifractor capillosus	Veillonella atypica	0.01
Pseudoflavonifractor capillosus	Bacteroides stercoris	0.01
Pseudoflavonifractor capillosus	Desulfovibrio desulfuricans	0.01
Pseudoflavonifractor capillosus	Desulfovibrio piger	0.01
Pseudoflavonifractor capillosus	Roseburia intestinalis	0.012
Pseudoflavonifractor capillosus	Bifidobacterium longum	0.012
Pseudoflavonifractor capillosus	Bacteroides caccae	0.01
Pseudoflavonifractor capillosus	Clostridium clostridioforme	0.012
Pseudoflavonifractor capillosus	Parabacteroides johnsonii	0.01
Pseudoflavonifractor capillosus	Bacteroides eggerthii	0.012
Pseudoflavonifractor capillosus	Alistipes finegoldii	0.002
