Derives benefit	Helps the Col 1 organism	MSI
Bifidobacterium adolescentis	Alistipes shahii	0.019
Bifidobacterium adolescentis	Parabacteroides johnsonii	0.031
Bifidobacterium adolescentis	Bacteroides fragilis	0.036
Bifidobacterium adolescentis	Roseburia inulinivorans	0.096
Bifidobacterium adolescentis	Bifidobacterium longum	0.031
Bifidobacterium adolescentis	Parabacteroides distasonis	0.029
Bifidobacterium adolescentis	Roseburia intestinalis	0.108
Bifidobacterium adolescentis	Clostridium clostridioforme	0.031
Bifidobacterium adolescentis	Bacteroides coprocola	0.029
Bifidobacterium adolescentis	Escherichia coli	0.041
Bifidobacterium adolescentis	Bacteroides stercoris	0.046
Bifidobacterium adolescentis	Eubacterium rectale	0.092
Bifidobacterium adolescentis	Bacteroides caccae	0.046
Bifidobacterium adolescentis	Desulfovibrio piger	0.029
Bifidobacterium adolescentis	Coprococcus catus	0.096
Bifidobacterium adolescentis	Bifidobacterium bifidum	0.029
Bifidobacterium adolescentis	Faecalibacterium prausnitzii	0.092
Bifidobacterium adolescentis	Streptococcus salivarius	0.019
Bifidobacterium adolescentis	Subdoligranulum variabile	0.108
Bifidobacterium adolescentis	Fusobacterium varium	0.113
Bifidobacterium adolescentis	Ruminococcus callidus	0.031
Bifidobacterium adolescentis	Collinsella tanakaei	0.019
Bifidobacterium adolescentis	Acidaminococcus fermentans	0.111
Bifidobacterium adolescentis	Desulfovibrio desulfuricans	0.031
Bifidobacterium adolescentis	Lactobacillus reuteri	0.029
Bifidobacterium adolescentis	Bacteroides uniformis	0.046
Bifidobacterium adolescentis	Phascolarctobacterium succinatutens	0.031
Bifidobacterium adolescentis	Bacteroides intestinalis	0.031
Bifidobacterium adolescentis	Bilophila wadsworthia	0.034
Bifidobacterium adolescentis	Klebsiella pneumoniae	0.043
Bifidobacterium adolescentis	Megasphaera elsdenii	0.116
Bifidobacterium adolescentis	Veillonella atypica	0.031
Bifidobacterium adolescentis	Helicobacter pylori	0.01
Escherichia coli	Bacteroides thetaiotaomicron	0.025
Escherichia coli	Enterobacter cloacae	0.008
Escherichia coli	Citrobacter amalonaticus	0.007
Escherichia coli	Bifidobacterium longum	0.024
Escherichia coli	Bacteroides caccae	0.025
Escherichia coli	Bifidobacterium bifidum	0.022
Escherichia coli	Ruminococcus callidus	0.001
Escherichia coli	Bacteroides uniformis	0.025
Bacteroides stercoris	Bacteroides thetaiotaomicron	0.01
Bacteroides stercoris	Parabacteroides johnsonii	0.004
Bacteroides stercoris	Bifidobacterium longum	0.01
Bacteroides stercoris	Bacteroides caccae	0.009
Bacteroides stercoris	Bacteroides uniformis	0.009
Bacteroides stercoris	Bacteroides intestinalis	0.004
Prevotella ruminicola	Bacteroides thetaiotaomicron	0.058
Prevotella ruminicola	Enterobacter cloacae	0.015
Prevotella ruminicola	Citrobacter amalonaticus	0.015
Prevotella ruminicola	Roseburia inulinivorans	0.099
Prevotella ruminicola	Bifidobacterium longum	0.046
Prevotella ruminicola	Roseburia intestinalis	0.096
Prevotella ruminicola	Bifidobacterium adolescentis	0.043
Prevotella ruminicola	Escherichia coli	0.008
Prevotella ruminicola	Bacteroides stercoris	0.015
Prevotella ruminicola	Eubacterium rectale	0.096
Prevotella ruminicola	Bacteroides caccae	0.058
Prevotella ruminicola	Desulfovibrio piger	0.01
Prevotella ruminicola	Coprococcus catus	0.099
Prevotella ruminicola	Bifidobacterium bifidum	0.046
Prevotella ruminicola	Streptococcus salivarius	0.104
Prevotella ruminicola	Subdoligranulum variabile	0.096
Prevotella ruminicola	Ruminococcus callidus	0.01
Prevotella ruminicola	Collinsella tanakaei	0.018
Prevotella ruminicola	Acidaminococcus fermentans	0.003
Prevotella ruminicola	Desulfovibrio desulfuricans	0.01
Prevotella ruminicola	Bacteroides uniformis	0.051
Prevotella ruminicola	Bilophila wadsworthia	0.01
Prevotella ruminicola	Veillonella atypica	0.096
Prevotella ruminicola	Shigella flexneri	0.015
Pseudoflavonifractor capillosus	Bacteroides thetaiotaomicron	0.103
Pseudoflavonifractor capillosus	Enterobacter cloacae	0.009
Pseudoflavonifractor capillosus	Bacteroides eggerthii	0.098
Pseudoflavonifractor capillosus	Citrobacter amalonaticus	0.008
Pseudoflavonifractor capillosus	Akkermansia muciniphila	0.093
Pseudoflavonifractor capillosus	Parabacteroides johnsonii	0.099
Pseudoflavonifractor capillosus	Bacteroides fragilis	0.094
Pseudoflavonifractor capillosus	Bifidobacterium longum	0.031
Pseudoflavonifractor capillosus	Parabacteroides distasonis	0.1
Pseudoflavonifractor capillosus	Roseburia intestinalis	0.008
Pseudoflavonifractor capillosus	Clostridium clostridioforme	0.006
Pseudoflavonifractor capillosus	Bacteroides coprocola	0.098
Pseudoflavonifractor capillosus	Bifidobacterium adolescentis	0.028
Pseudoflavonifractor capillosus	Escherichia coli	0.099
Pseudoflavonifractor capillosus	Bacteroides stercoris	0.099
Pseudoflavonifractor capillosus	Prevotella ruminicola	0.022
Pseudoflavonifractor capillosus	Bacteroides caccae	0.108
Pseudoflavonifractor capillosus	Desulfovibrio piger	0.098
Pseudoflavonifractor capillosus	Bifidobacterium bifidum	0.056
Pseudoflavonifractor capillosus	Fusobacterium varium	0.006
Pseudoflavonifractor capillosus	Ruminococcus callidus	0.007
Pseudoflavonifractor capillosus	Collinsella tanakaei	0.032
Pseudoflavonifractor capillosus	Acidaminococcus fermentans	0.007
Pseudoflavonifractor capillosus	Desulfovibrio desulfuricans	0.039
Pseudoflavonifractor capillosus	Lactobacillus reuteri	0.092
Pseudoflavonifractor capillosus	Bacteroides uniformis	0.108
Pseudoflavonifractor capillosus	Phascolarctobacterium succinatutens	0.006
Pseudoflavonifractor capillosus	Bacteroides intestinalis	0.099
Pseudoflavonifractor capillosus	Bilophila wadsworthia	0.098
Pseudoflavonifractor capillosus	Klebsiella pneumoniae	0.096
Pseudoflavonifractor capillosus	Megasphaera elsdenii	0.099
Pseudoflavonifractor capillosus	Veillonella atypica	0.007
Pseudoflavonifractor capillosus	Helicobacter pylori	0.092
Blautia wexlerae	Bacteroides thetaiotaomicron	0.098
Blautia wexlerae	Enterobacter cloacae	0.018
Blautia wexlerae	Bacteroides eggerthii	0.03
Blautia wexlerae	Citrobacter amalonaticus	0.012
Blautia wexlerae	Akkermansia muciniphila	0.028
Blautia wexlerae	Parabacteroides johnsonii	0.035
Blautia wexlerae	Bacteroides fragilis	0.033
Blautia wexlerae	Bifidobacterium longum	0.078
Blautia wexlerae	Parabacteroides distasonis	0.032
Blautia wexlerae	Clostridium clostridioforme	0.01
Blautia wexlerae	Bacteroides coprocola	0.033
Blautia wexlerae	Bifidobacterium adolescentis	0.068
Blautia wexlerae	Escherichia coli	0.045
Blautia wexlerae	Bacteroides stercoris	0.036
Blautia wexlerae	Prevotella ruminicola	0.005
Blautia wexlerae	Pseudoflavonifractor capillosus	0.015
Blautia wexlerae	Bacteroides caccae	0.096
Blautia wexlerae	Desulfovibrio piger	0.033
Blautia wexlerae	Bifidobacterium bifidum	0.065
Blautia wexlerae	Streptococcus salivarius	0.04
Blautia wexlerae	Collinsella tanakaei	0.03
Blautia wexlerae	Acidaminococcus fermentans	0.003
Blautia wexlerae	Desulfovibrio desulfuricans	0.03
Blautia wexlerae	Lactobacillus reuteri	0.038
Blautia wexlerae	Bacteroides uniformis	0.101
Blautia wexlerae	Bacteroides intestinalis	0.035
Blautia wexlerae	Bilophila wadsworthia	0.043
Blautia wexlerae	Klebsiella pneumoniae	0.048
Blautia wexlerae	Megasphaera elsdenii	0.032
Blautia wexlerae	Shigella flexneri	0.008
Alistipes putredinis	Bacteroides thetaiotaomicron	0.136
Alistipes putredinis	Enterobacter cloacae	0.098
Alistipes putredinis	Lactobacillus mucosae	0.033
Alistipes putredinis	Bacteroides eggerthii	0.122
Alistipes putredinis	Citrobacter amalonaticus	0.096
Alistipes putredinis	Akkermansia muciniphila	0.159
Alistipes putredinis	Haemophilus parainfluenzae	0.031
Alistipes putredinis	Alistipes shahii	0.031
Alistipes putredinis	Parabacteroides johnsonii	0.173
Alistipes putredinis	Bacteroides fragilis	0.136
Alistipes putredinis	Roseburia inulinivorans	0.014
Alistipes putredinis	Bifidobacterium longum	0.029
Alistipes putredinis	Parabacteroides distasonis	0.157
Alistipes putredinis	Roseburia intestinalis	0.035
Alistipes putredinis	Clostridium clostridioforme	0.041
Alistipes putredinis	Bacteroides coprocola	0.149
Alistipes putredinis	Ruminococcus bromii	0.008
Alistipes putredinis	Bifidobacterium adolescentis	0.024
Alistipes putredinis	Escherichia coli	0.189
Alistipes putredinis	Bacteroides stercoris	0.149
Alistipes putredinis	Prevotella ruminicola	0.051
Alistipes putredinis	Pseudoflavonifractor capillosus	0.008
Alistipes putredinis	Blautia wexlerae	0.041
Alistipes putredinis	Eubacterium rectale	0.026
Alistipes putredinis	Bacteroides caccae	0.149
Alistipes putredinis	Desulfovibrio piger	0.122
Alistipes putredinis	Coprococcus catus	0.029
Alistipes putredinis	Bifidobacterium bifidum	0.1
Alistipes putredinis	Faecalibacterium prausnitzii	0.026
Alistipes putredinis	Streptococcus salivarius	0.057
Alistipes putredinis	Subdoligranulum variabile	0.035
Alistipes putredinis	Fusobacterium varium	0.035
Alistipes putredinis	Ruminococcus callidus	0.067
Alistipes putredinis	Collinsella tanakaei	0.065
Alistipes putredinis	Acidaminococcus fermentans	0.061
Alistipes putredinis	Desulfovibrio desulfuricans	0.1
Alistipes putredinis	Lactobacillus reuteri	0.112
Alistipes putredinis	Bacteroides uniformis	0.149
Alistipes putredinis	Phascolarctobacterium succinatutens	0.041
Alistipes putredinis	Bacteroides intestinalis	0.173
Alistipes putredinis	Bilophila wadsworthia	0.122
Alistipes putredinis	Alistipes finegoldii	0.031
Alistipes putredinis	Dorea longicatena	0.02
Alistipes putredinis	Klebsiella pneumoniae	0.163
Alistipes putredinis	Megasphaera elsdenii	0.191
Alistipes putredinis	Veillonella atypica	0.041
Alistipes putredinis	Shigella flexneri	0.084
Alistipes putredinis	Helicobacter pylori	0.094
Eubacterium rectale	Bacteroides thetaiotaomicron	0.099
Eubacterium rectale	Enterobacter cloacae	0.012
Eubacterium rectale	Bacteroides eggerthii	0.092
Eubacterium rectale	Citrobacter amalonaticus	0.009
Eubacterium rectale	Akkermansia muciniphila	0.09
Eubacterium rectale	Parabacteroides johnsonii	0.092
Eubacterium rectale	Bacteroides fragilis	0.092
Eubacterium rectale	Roseburia inulinivorans	0.013
Eubacterium rectale	Bifidobacterium longum	0.029
Eubacterium rectale	Parabacteroides distasonis	0.09
Eubacterium rectale	Roseburia intestinalis	0.005
Eubacterium rectale	Bacteroides coprocola	0.091
Eubacterium rectale	Escherichia coli	0.094
Eubacterium rectale	Bacteroides stercoris	0.095
Eubacterium rectale	Pseudoflavonifractor capillosus	0.017
Eubacterium rectale	Blautia wexlerae	0.013
Eubacterium rectale	Bacteroides caccae	0.099
Eubacterium rectale	Desulfovibrio piger	0.099
Eubacterium rectale	Bifidobacterium bifidum	0.053
Eubacterium rectale	Faecalibacterium prausnitzii	0.01
Eubacterium rectale	Subdoligranulum variabile	0.007
Eubacterium rectale	Fusobacterium varium	0.015
Eubacterium rectale	Ruminococcus callidus	0.006
Eubacterium rectale	Collinsella tanakaei	0.029
Eubacterium rectale	Acidaminococcus fermentans	0.005
Eubacterium rectale	Desulfovibrio desulfuricans	0.03
Eubacterium rectale	Lactobacillus reuteri	0.091
Eubacterium rectale	Bacteroides uniformis	0.101
Eubacterium rectale	Phascolarctobacterium succinatutens	0.007
Eubacterium rectale	Bacteroides intestinalis	0.092
Eubacterium rectale	Bilophila wadsworthia	0.101
Eubacterium rectale	Klebsiella pneumoniae	0.096
Eubacterium rectale	Megasphaera elsdenii	0.09
Eubacterium rectale	Veillonella atypica	0.008
Eubacterium rectale	Shigella flexneri	0.009
Eubacterium rectale	Helicobacter pylori	0.086
Bacteroides caccae	Desulfovibrio piger	0.002
Bacteroides caccae	Bilophila wadsworthia	0.002
Desulfovibrio piger	Escherichia coli	0.017
Desulfovibrio piger	Desulfovibrio desulfuricans	0.004
Desulfovibrio piger	Megasphaera elsdenii	0.006
Coprococcus catus	Bacteroides thetaiotaomicron	0.049
Coprococcus catus	Enterobacter cloacae	0.055
Coprococcus catus	Bacteroides eggerthii	0.032
Coprococcus catus	Citrobacter amalonaticus	0.054
Coprococcus catus	Akkermansia muciniphila	0.021
Coprococcus catus	Alistipes shahii	0.036
Coprococcus catus	Parabacteroides johnsonii	0.048
Coprococcus catus	Bacteroides fragilis	0.042
Coprococcus catus	Roseburia inulinivorans	0.005
Coprococcus catus	Bifidobacterium longum	0.047
Coprococcus catus	Parabacteroides distasonis	0.032
Coprococcus catus	Roseburia intestinalis	0.031
Coprococcus catus	Clostridium clostridioforme	0.038
Coprococcus catus	Bacteroides coprocola	0.031
Coprococcus catus	Escherichia coli	0.041
Coprococcus catus	Bacteroides stercoris	0.033
Coprococcus catus	Pseudoflavonifractor capillosus	0.007
Coprococcus catus	Blautia wexlerae	0.031
Coprococcus catus	Eubacterium rectale	0.031
Coprococcus catus	Bacteroides caccae	0.075
Coprococcus catus	Desulfovibrio piger	0.031
Coprococcus catus	Bifidobacterium bifidum	0.038
Coprococcus catus	Faecalibacterium prausnitzii	0.031
Coprococcus catus	Streptococcus salivarius	0.039
Coprococcus catus	Subdoligranulum variabile	0.031
Coprococcus catus	Fusobacterium varium	0.038
Coprococcus catus	Ruminococcus callidus	0.048
Coprococcus catus	Collinsella tanakaei	0.006
Coprococcus catus	Acidaminococcus fermentans	0.032
Coprococcus catus	Desulfovibrio desulfuricans	0.048
Coprococcus catus	Lactobacillus reuteri	0.007
Coprococcus catus	Bacteroides uniformis	0.041
Coprococcus catus	Phascolarctobacterium succinatutens	0.039
Coprococcus catus	Bacteroides intestinalis	0.082
Coprococcus catus	Bilophila wadsworthia	0.038
Coprococcus catus	Klebsiella pneumoniae	0.012
Coprococcus catus	Megasphaera elsdenii	0.048
Coprococcus catus	Veillonella atypica	0.038
Coprococcus catus	Shigella flexneri	0.032
Bifidobacterium bifidum	Bacteroides thetaiotaomicron	0.034
Bifidobacterium bifidum	Bacteroides eggerthii	0.021
Bifidobacterium bifidum	Ruminococcus torques	0.018
Bifidobacterium bifidum	Bifidobacterium longum	0.018
Bifidobacterium bifidum	Parabacteroides distasonis	0.016
Bifidobacterium bifidum	Bacteroides stercoris	0.037
Bifidobacterium bifidum	Bacteroides caccae	0.034
Bifidobacterium bifidum	Bacteroides uniformis	0.034
Bifidobacterium bifidum	Bilophila wadsworthia	0.003
Bifidobacterium bifidum	Megasphaera elsdenii	0.008
Dialister invisus	Enterococcus faecium	0.229
Dialister invisus	Bacteroides thetaiotaomicron	0.337
Dialister invisus	Enterobacter cloacae	0.293
Dialister invisus	Lactobacillus mucosae	0.236
Dialister invisus	Bacteroides eggerthii	0.34
Dialister invisus	Citrobacter amalonaticus	0.292
Dialister invisus	Ruminococcus torques	0.224
Dialister invisus	Akkermansia muciniphila	0.361
Dialister invisus	Haemophilus parainfluenzae	0.252
Dialister invisus	Alistipes shahii	0.253
Dialister invisus	Parabacteroides johnsonii	0.381
Dialister invisus	Bacteroides fragilis	0.337
Dialister invisus	Roseburia inulinivorans	0.229
Dialister invisus	Bifidobacterium longum	0.245
Dialister invisus	Parabacteroides distasonis	0.345
Dialister invisus	Roseburia intestinalis	0.245
Dialister invisus	Clostridium clostridioforme	0.256
Dialister invisus	Bacteroides coprocola	0.346
Dialister invisus	Ruminococcus bromii	0.224
Dialister invisus	Bifidobacterium adolescentis	0.228
Dialister invisus	Escherichia coli	0.346
Dialister invisus	Bacteroides stercoris	0.346
Dialister invisus	Prevotella ruminicola	0.268
Dialister invisus	Pseudoflavonifractor capillosus	0.228
Dialister invisus	Blautia wexlerae	0.264
Dialister invisus	Alistipes putredinis	0.224
Dialister invisus	Eubacterium rectale	0.245
Dialister invisus	Bacteroides caccae	0.346
Dialister invisus	Desulfovibrio piger	0.343
Dialister invisus	Coprococcus catus	0.253
Dialister invisus	Bifidobacterium bifidum	0.322
Dialister invisus	Faecalibacterium prausnitzii	0.247
Dialister invisus	Streptococcus salivarius	0.288
Dialister invisus	Subdoligranulum variabile	0.24
Dialister invisus	Fusobacterium varium	0.247
Dialister invisus	Ruminococcus callidus	0.292
Dialister invisus	Collinsella tanakaei	0.279
Dialister invisus	Acidaminococcus fermentans	0.269
Dialister invisus	Desulfovibrio desulfuricans	0.312
Dialister invisus	Lactobacillus reuteri	0.33
Dialister invisus	Bacteroides uniformis	0.34
Dialister invisus	Phascolarctobacterium succinatutens	0.027
Dialister invisus	Bacteroides intestinalis	0.381
Dialister invisus	Bilophila wadsworthia	0.348
Dialister invisus	Alistipes finegoldii	0.253
Dialister invisus	Dorea longicatena	0.239
Dialister invisus	Klebsiella pneumoniae	0.333
Dialister invisus	Megasphaera elsdenii	0.378
Dialister invisus	Veillonella atypica	0.258
Dialister invisus	Shigella flexneri	0.269
Dialister invisus	Helicobacter pylori	0.348
Faecalibacterium prausnitzii	Bacteroides thetaiotaomicron	0.137
Faecalibacterium prausnitzii	Enterobacter cloacae	0.02
Faecalibacterium prausnitzii	Lactobacillus mucosae	0.016
Faecalibacterium prausnitzii	Bacteroides eggerthii	0.116
Faecalibacterium prausnitzii	Citrobacter amalonaticus	0.019
Faecalibacterium prausnitzii	Akkermansia muciniphila	0.116
Faecalibacterium prausnitzii	Alistipes shahii	0.017
Faecalibacterium prausnitzii	Parabacteroides johnsonii	0.116
Faecalibacterium prausnitzii	Bacteroides fragilis	0.122
Faecalibacterium prausnitzii	Roseburia inulinivorans	0.012
Faecalibacterium prausnitzii	Bifidobacterium longum	0.031
Faecalibacterium prausnitzii	Parabacteroides distasonis	0.122
Faecalibacterium prausnitzii	Roseburia intestinalis	0.012
Faecalibacterium prausnitzii	Bacteroides coprocola	0.109
Faecalibacterium prausnitzii	Escherichia coli	0.116
Faecalibacterium prausnitzii	Bacteroides stercoris	0.137
Faecalibacterium prausnitzii	Prevotella ruminicola	0.03
Faecalibacterium prausnitzii	Pseudoflavonifractor capillosus	0.011
Faecalibacterium prausnitzii	Blautia wexlerae	0.011
Faecalibacterium prausnitzii	Bacteroides caccae	0.137
Faecalibacterium prausnitzii	Desulfovibrio piger	0.109
Faecalibacterium prausnitzii	Bifidobacterium bifidum	0.054
Faecalibacterium prausnitzii	Subdoligranulum variabile	0.012
Faecalibacterium prausnitzii	Fusobacterium varium	0.016
Faecalibacterium prausnitzii	Ruminococcus callidus	0.017
Faecalibacterium prausnitzii	Collinsella tanakaei	0.039
Faecalibacterium prausnitzii	Acidaminococcus fermentans	0.016
Faecalibacterium prausnitzii	Desulfovibrio desulfuricans	0.04
Faecalibacterium prausnitzii	Lactobacillus reuteri	0.114
Faecalibacterium prausnitzii	Bacteroides uniformis	0.137
Faecalibacterium prausnitzii	Phascolarctobacterium succinatutens	0.016
Faecalibacterium prausnitzii	Bacteroides intestinalis	0.116
Faecalibacterium prausnitzii	Bilophila wadsworthia	0.109
Faecalibacterium prausnitzii	Alistipes finegoldii	0.017
Faecalibacterium prausnitzii	Klebsiella pneumoniae	0.131
Faecalibacterium prausnitzii	Megasphaera elsdenii	0.116
Faecalibacterium prausnitzii	Shigella flexneri	0.019
Faecalibacterium prausnitzii	Helicobacter pylori	0.098
Streptococcus salivarius	Ruminococcus torques	0.01
Streptococcus salivarius	Parabacteroides johnsonii	0.024
Streptococcus salivarius	Roseburia inulinivorans	0.002
Streptococcus salivarius	Bifidobacterium longum	0.032
Streptococcus salivarius	Roseburia intestinalis	0.019
Streptococcus salivarius	Escherichia coli	0.032
Streptococcus salivarius	Bacteroides stercoris	0.034
Streptococcus salivarius	Pseudoflavonifractor capillosus	0.007
Streptococcus salivarius	Eubacterium rectale	0.019
Streptococcus salivarius	Bacteroides caccae	0.039
Streptococcus salivarius	Desulfovibrio piger	0.022
Streptococcus salivarius	Bifidobacterium bifidum	0.027
Streptococcus salivarius	Faecalibacterium prausnitzii	0.024
Streptococcus salivarius	Subdoligranulum variabile	0.024
Streptococcus salivarius	Fusobacterium varium	0.015
Streptococcus salivarius	Desulfovibrio desulfuricans	0.017
Streptococcus salivarius	Bacteroides uniformis	0.046
Streptococcus salivarius	Phascolarctobacterium succinatutens	0.017
Streptococcus salivarius	Bacteroides intestinalis	0.024
Streptococcus salivarius	Bilophila wadsworthia	0.022
Streptococcus salivarius	Klebsiella pneumoniae	0.022
Streptococcus salivarius	Megasphaera elsdenii	0.019
Streptococcus salivarius	Shigella flexneri	0.027
Subdoligranulum variabile	Bacteroides thetaiotaomicron	0.103
Subdoligranulum variabile	Enterobacter cloacae	0.01
Subdoligranulum variabile	Bacteroides eggerthii	0.093
Subdoligranulum variabile	Citrobacter amalonaticus	0.009
Subdoligranulum variabile	Akkermansia muciniphila	0.094
Subdoligranulum variabile	Parabacteroides johnsonii	0.094
Subdoligranulum variabile	Bacteroides fragilis	0.097
Subdoligranulum variabile	Roseburia inulinivorans	0.007
Subdoligranulum variabile	Bifidobacterium longum	0.03
Subdoligranulum variabile	Parabacteroides distasonis	0.092
Subdoligranulum variabile	Bacteroides coprocola	0.09
Subdoligranulum variabile	Escherichia coli	0.098
Subdoligranulum variabile	Bacteroides stercoris	0.094
Subdoligranulum variabile	Pseudoflavonifractor capillosus	0.01
Subdoligranulum variabile	Blautia wexlerae	0.007
Subdoligranulum variabile	Bacteroides caccae	0.102
Subdoligranulum variabile	Desulfovibrio piger	0.097
Subdoligranulum variabile	Bifidobacterium bifidum	0.055
Subdoligranulum variabile	Fusobacterium varium	0.01
Subdoligranulum variabile	Ruminococcus callidus	0.004
Subdoligranulum variabile	Collinsella tanakaei	0.032
Subdoligranulum variabile	Acidaminococcus fermentans	0.004
Subdoligranulum variabile	Desulfovibrio desulfuricans	0.033
Subdoligranulum variabile	Lactobacillus reuteri	0.096
Subdoligranulum variabile	Bacteroides uniformis	0.099
Subdoligranulum variabile	Phascolarctobacterium succinatutens	0.006
Subdoligranulum variabile	Bacteroides intestinalis	0.094
Subdoligranulum variabile	Bilophila wadsworthia	0.1
Subdoligranulum variabile	Klebsiella pneumoniae	0.108
Subdoligranulum variabile	Megasphaera elsdenii	0.094
Subdoligranulum variabile	Veillonella atypica	0.004
Subdoligranulum variabile	Shigella flexneri	0.006
Subdoligranulum variabile	Helicobacter pylori	0.09
Fusobacterium varium	Bacteroides thetaiotaomicron	0.145
Fusobacterium varium	Enterobacter cloacae	0.02
Fusobacterium varium	Bacteroides eggerthii	0.135
Fusobacterium varium	Citrobacter amalonaticus	0.02
Fusobacterium varium	Akkermansia muciniphila	0.139
Fusobacterium varium	Alistipes shahii	0.018
Fusobacterium varium	Parabacteroides johnsonii	0.136
Fusobacterium varium	Bacteroides fragilis	0.142
Fusobacterium varium	Bifidobacterium longum	0.019
Fusobacterium varium	Parabacteroides distasonis	0.136
Fusobacterium varium	Roseburia intestinalis	0.003
Fusobacterium varium	Bacteroides coprocola	0.136
Fusobacterium varium	Escherichia coli	0.145
Fusobacterium varium	Bacteroides stercoris	0.139
Fusobacterium varium	Prevotella ruminicola	0.016
Fusobacterium varium	Blautia wexlerae	0.013
Fusobacterium varium	Bacteroides caccae	0.143
Fusobacterium varium	Desulfovibrio piger	0.136
Fusobacterium varium	Bifidobacterium bifidum	0.06
Fusobacterium varium	Ruminococcus callidus	0.013
Fusobacterium varium	Collinsella tanakaei	0.04
Fusobacterium varium	Acidaminococcus fermentans	0.016
Fusobacterium varium	Desulfovibrio desulfuricans	0.04
Fusobacterium varium	Lactobacillus reuteri	0.133
Fusobacterium varium	Bacteroides uniformis	0.146
Fusobacterium varium	Bacteroides intestinalis	0.136
Fusobacterium varium	Bilophila wadsworthia	0.136
Fusobacterium varium	Alistipes finegoldii	0.02
Fusobacterium varium	Klebsiella pneumoniae	0.143
Fusobacterium varium	Megasphaera elsdenii	0.136
Fusobacterium varium	Veillonella atypica	0.016
Fusobacterium varium	Shigella flexneri	0.025
Fusobacterium varium	Helicobacter pylori	0.136
Ruminococcus callidus	Bacteroides thetaiotaomicron	0.018
Ruminococcus callidus	Bifidobacterium longum	0.02
Ruminococcus callidus	Blautia wexlerae	0.003
Ruminococcus callidus	Bacteroides caccae	0.018
Ruminococcus callidus	Desulfovibrio piger	0.003
Ruminococcus callidus	Bifidobacterium bifidum	0.015
Ruminococcus callidus	Streptococcus salivarius	0.045
Ruminococcus callidus	Bacteroides uniformis	0.018
Ruminococcus callidus	Bilophila wadsworthia	0.003
Collinsella tanakaei	Bacteroides thetaiotaomicron	0.009
Collinsella tanakaei	Enterobacter cloacae	0.052
Collinsella tanakaei	Bacteroides eggerthii	0.015
Collinsella tanakaei	Citrobacter amalonaticus	0.05
Collinsella tanakaei	Akkermansia muciniphila	0.037
Collinsella tanakaei	Parabacteroides johnsonii	0.05
Collinsella tanakaei	Bifidobacterium longum	0.024
Collinsella tanakaei	Parabacteroides distasonis	0.015
Collinsella tanakaei	Bacteroides coprocola	0.013
Collinsella tanakaei	Escherichia coli	0.015
Collinsella tanakaei	Bacteroides stercoris	0.017
Collinsella tanakaei	Bacteroides caccae	0.022
Collinsella tanakaei	Desulfovibrio piger	0.015
Collinsella tanakaei	Bifidobacterium bifidum	0.02
Collinsella tanakaei	Streptococcus salivarius	0.05
Collinsella tanakaei	Ruminococcus callidus	0.05
Collinsella tanakaei	Desulfovibrio desulfuricans	0.05
Collinsella tanakaei	Bacteroides uniformis	0.022
Collinsella tanakaei	Bacteroides intestinalis	0.05
Collinsella tanakaei	Bilophila wadsworthia	0.015
Collinsella tanakaei	Klebsiella pneumoniae	0.022
Collinsella tanakaei	Megasphaera elsdenii	0.05
Collinsella tanakaei	Shigella flexneri	0.015
Acidaminococcus fermentans	Bacteroides thetaiotaomicron	0.159
Acidaminococcus fermentans	Enterobacter cloacae	0.04
Acidaminococcus fermentans	Bacteroides eggerthii	0.157
Acidaminococcus fermentans	Citrobacter amalonaticus	0.038
Acidaminococcus fermentans	Akkermansia muciniphila	0.193
Acidaminococcus fermentans	Parabacteroides johnsonii	0.193
Acidaminococcus fermentans	Bacteroides fragilis	0.159
Acidaminococcus fermentans	Parabacteroides distasonis	0.157
Acidaminococcus fermentans	Bacteroides coprocola	0.155
Acidaminococcus fermentans	Escherichia coli	0.159
Acidaminococcus fermentans	Bacteroides stercoris	0.159
Acidaminococcus fermentans	Bacteroides caccae	0.159
Acidaminococcus fermentans	Desulfovibrio piger	0.157
Acidaminococcus fermentans	Bifidobacterium bifidum	0.119
Acidaminococcus fermentans	Streptococcus salivarius	0.052
Acidaminococcus fermentans	Ruminococcus callidus	0.038
Acidaminococcus fermentans	Collinsella tanakaei	0.038
Acidaminococcus fermentans	Desulfovibrio desulfuricans	0.076
Acidaminococcus fermentans	Lactobacillus reuteri	0.155
Acidaminococcus fermentans	Bacteroides uniformis	0.159
Acidaminococcus fermentans	Bacteroides intestinalis	0.193
Acidaminococcus fermentans	Bilophila wadsworthia	0.157
Acidaminococcus fermentans	Klebsiella pneumoniae	0.164
Acidaminococcus fermentans	Megasphaera elsdenii	0.193
Acidaminococcus fermentans	Helicobacter pylori	0.155
Desulfovibrio desulfuricans	Escherichia coli	0.012
Desulfovibrio desulfuricans	Bacteroides stercoris	0.007
Desulfovibrio desulfuricans	Bifidobacterium bifidum	0.002
Lactobacillus reuteri	Bacteroides thetaiotaomicron	0.02
Lactobacillus reuteri	Enterobacter cloacae	0.019
Lactobacillus reuteri	Bacteroides eggerthii	0.009
Lactobacillus reuteri	Citrobacter amalonaticus	0.015
Lactobacillus reuteri	Parabacteroides johnsonii	0.012
Lactobacillus reuteri	Bifidobacterium longum	0.029
Lactobacillus reuteri	Parabacteroides distasonis	0.011
Lactobacillus reuteri	Bacteroides coprocola	0.012
